rank,score,priority,sla_hours,owner,product,scanner,title,severity,cve,cwe,endpoint,parameter,epss_score,epss_percentile,epss_trend,kev,kev_date,exploit_available,exploit_source,escalation_potential,package,fixed_version,description,remediation_summary
444,27.5,P4,720,appsec-legacy,bwapp,trivy,php: Type confusion vulnerability in make_http_soap_request(),medium,CVE-2016-3185,CWE-20,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libapache2-mod-php5,5.5.9+dfsg-1ubuntu4.16,"The make_http_soap_request function in ext/soap/php_http.c in PHP before 5.4.44, 5.5.x before 5.5.28, 5.6.x before 5.6.12, and 7.x before 7.0.4 allows remote attackers to obtain sensitive information from process memory or cause a denial of service (type confusion and application crash) via crafted serialized _cookies data, related to the SoapClient::__call method in ext/soap/soap.c.","[first_aid] Apply the vendor security patch for CVE-2016-3185; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.16 (fixed version) in the image a | [scanner_guidance] Upgrade libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.16"
445,27.5,P4,720,appsec-legacy,bwapp,trivy,php: Out-of-bounds read in phar_parse_pharfile,medium,CVE-2017-11147,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libapache2-mod-php5,5.5.9+dfsg-1ubuntu4.22,"In PHP before 5.6.30 and 7.x before 7.0.15, the PHAR archive handler could be used by attackers supplying malicious archive files to crash the PHP interpreter or potentially disclose information due to a buffer over-read in the phar_parse_pharfile function in ext/phar/phar.c.","[first_aid] Apply the vendor security patch for CVE-2017-11147; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.22 (fixed version) in the image a | [scanner_guidance] Upgrade libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.22"
446,27.5,P4,720,appsec-legacy,bwapp,trivy,php: Out-of-bounds memory read via gdImageRotateInterpolated,low,CVE-2016-1903,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libapache2-mod-php5,5.5.9+dfsg-1ubuntu4.16,"The gdImageRotateInterpolated function in ext/gd/libgd/gd_interpolation.c in PHP before 5.5.31, 5.6.x before 5.6.17, and 7.x before 7.0.2 allows remote attackers to obtain sensitive information or cause a denial of service (out-of-bounds read and application crash) via a large bgd_color argument to the imagerotate function.","[first_aid] Apply the vendor security patch for CVE-2016-1903; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.16 (fixed version) in the image a | [scanner_guidance] Upgrade libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.16"
447,27.5,P4,720,appsec-legacy,bwapp,trivy,php: Out-of-bounds read in phar_parse_zipfile(),low,CVE-2016-3142,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libapache2-mod-php5,5.5.9+dfsg-1ubuntu4.16,The phar_parse_zipfile function in zip.c in the PHAR extension in PHP before 5.5.33 and 5.6.x before 5.6.19 allows remote attackers to obtain sensitive information from process memory or cause a denial of service (out-of-bounds read and application crash) by placing a PK\x05\x06 signature at an invalid location.,"[first_aid] Apply the vendor security patch for CVE-2016-3142; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.16 (fixed version) in the image a | [scanner_guidance] Upgrade libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.16"
448,27.5,P4,720,appsec-legacy,bwapp,trivy,glibc: Segmentation fault caused by passing out-of-range data to strftime(),low,CVE-2015-8776,CWE-189,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libc-bin,2.19-0ubuntu6.8,The strftime function in the GNU C Library (aka glibc or libc6) before 2.23 allows context-dependent attackers to cause a denial of service (application crash) or possibly obtain sensitive information via an out-of-range time value.,"[first_aid] Apply the vendor security patch for CVE-2015-8776; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libc-bin from 2.19-0ubuntu6.6 to 2.19-0ubuntu6.8 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade libc-bin from 2.19-0ubuntu6.6 to 2.19-0ubuntu6.8"
449,27.5,P4,720,appsec-legacy,bwapp,trivy,curl: Out-of-bounds heap read when missing RTSP headers allows information leak or denial of service,medium,CVE-2018-1000301,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libcurl3-gnutls,7.35.0-1ubuntu2.16,curl version curl 7.20.0 to and including curl 7.59.0 contains a CWE-126: Buffer Over-read vulnerability in denial of service that can result in curl can be tricked into reading data beyond the end of a heap based buffer used to store downloaded RTSP content.. This vulnerability appears to have been fixed in curl < 7.20.0 and curl >= 7.60.0.,"[first_aid] Apply the vendor security patch for CVE-2018-1000301; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libcurl3-gnutls from 7.35.0-1ubuntu2.6 to 7.35.0-1ubuntu2.16 (fixed version) in the image and rebuild/re | [scanner_guidance] Upgrade libcurl3-gnutls from 7.35.0-1ubuntu2.6 to 7.35.0-1ubuntu2.16"
450,27.5,P4,720,appsec-legacy,bwapp,trivy,curl: Heap-based buffer over-read in the curl tool warning formatting,medium,CVE-2018-16842,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libcurl3-gnutls,7.35.0-1ubuntu2.19,Curl versions 7.14.1 through 7.61.1 are vulnerable to a heap-based buffer over-read in the tool_msgs.c:voutf() function that may result in information exposure and denial of service.,"[first_aid] Apply the vendor security patch for CVE-2018-16842; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libcurl3-gnutls from 7.35.0-1ubuntu2.6 to 7.35.0-1ubuntu2.19 (fixed version) in the image and rebuild/re | [scanner_guidance] Upgrade libcurl3-gnutls from 7.35.0-1ubuntu2.6 to 7.35.0-1ubuntu2.19"
451,27.5,P4,720,appsec-legacy,bwapp,trivy,php: Regular Expression Uninitialized Pointer Information Disclosure Vulnerability (ZDI-CAN-2547),low,CVE-2015-8382,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libpcre3,1:8.31-2ubuntu2.2,"The match function in pcre_exec.c in PCRE before 8.37 mishandles the /(?:((abcd))|(((?:(?:(?:(?:abc|(?:abcdef))))b)abcdefghi)abc)|((*ACCEPT)))/ pattern and related patterns involving (*ACCEPT), which allows remote attackers to obtain sensitive information from process memory or cause a denial of service (partially initialized memory and application crash) via a crafted regular expression, as demonstrated by a JavaScript RegExp object encountered by Konqueror, aka ZDI-CAN-2547.","[first_aid] Apply the vendor security patch for CVE-2015-8382; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libpcre3 from 1:8.31-2ubuntu2.1 to 1:8.31-2ubuntu2.2 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade libpcre3 from 1:8.31-2ubuntu2.1 to 1:8.31-2ubuntu2.2"
452,27.5,P4,720,appsec-legacy,bwapp,trivy,ntp: Mode 6 unauthenticated trap information disclosure and DDoS vector,low,CVE-2016-9310,CWE-400,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.11,The control mode (mode 6) functionality in ntpd in NTP before 4.2.8p9 allows remote attackers to set or unset traps via a crafted control mode packet.,"[first_aid] Apply the vendor security patch for CVE-2016-9310; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.11 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.11"
453,27.5,P4,720,appsec-legacy,bwapp,trivy,perl: Heap-based buffer read overflow in S_grok_bslash_N(),medium,CVE-2018-18313,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,perl,5.18.2-2ubuntu1.7,Perl before 5.26.3 has a buffer over-read via a crafted regular expression that triggers disclosure of sensitive information from process memory.,"[first_aid] Apply the vendor security patch for CVE-2018-18313; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.7 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.7"
454,27.0,P4,720,appsec-node,nodegoat,trivy,nodejs-debug: Regular expression Denial of Service,low,CVE-2017-16137,CWE-400,Node.js,,,,,False,,False,,0.0,debug,"2.6.9, 3.1.0, 3.2.7, 4.3.1",The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the o formatter. It takes around 50k characters to block for 2 seconds making this a low severity issue.,"[first_aid] Apply the vendor security patch for CVE-2017-16137; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package debug from 2.2.0 to 2.6.9, 3.1.0, 3.2.7, 4.3.1 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade debug from 2.2.0 to 2.6.9, 3.1.0, 3.2.7, 4.3.1"
455,27.0,P4,720,appsec-node,nodegoat,trivy,express: Improper Input Handling in Express Redirects,low,CVE-2024-43796,CWE-79,Node.js,,,,,False,,False,,0.456,express,"4.20.0, 5.0.0","Express.js minimalist web framework for node. In express < 4.20.0, passing untrusted user input - even after sanitizing it - to response.redirect() may execute untrusted code. This issue is patched in express 4.20.0.","[first_aid] Apply the vendor security patch for CVE-2024-43796; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package express from 4.16.4 to 4.20.0, 5.0.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade express from 4.16.4 to 4.20.0, 5.0.0"
456,27.0,P4,720,appsec-node,nodegoat,trivy,nodejs-got: missing verification of requested URLs allows redirects to UNIX sockets,medium,CVE-2022-33987,,Node.js,,,,,False,,False,,,got,"12.1.0, 11.8.5",The got package before 12.1.0 (also fixed in 11.8.5) for Node.js allows a redirect to a UNIX socket.,"[first_aid] Apply the vendor security patch for CVE-2022-33987; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package got from 6.7.1 to 12.1.0, 11.8.5 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade got from 6.7.1 to 12.1.0, 11.8.5"
457,27.0,P4,720,appsec-node,nodegoat,trivy,inflect vulnerable to Inefficient Regular Expression Complexity,high,CVE-2021-3820,CWE-1333,Node.js,,,,,False,,False,,0.0,i,0.3.7,inflect is vulnerable to Inefficient Regular Expression Complexity,"[first_aid] Apply the vendor security patch for CVE-2021-3820; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package i from 0.3.6 to 0.3.7 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade i from 0.3.6 to 0.3.7"
458,27.0,P4,720,appsec-node,nodegoat,trivy,nodejs-kind-of: ctorName in index.js allows external user input to overwrite certain internal attributes,high,CVE-2019-20149,CWE-668,Node.js,,,,,False,,False,,0.0,kind-of,6.0.3,"ctorName in index.js in kind-of v6.0.2 allows external user input to overwrite certain internal attributes via a conflicting name, as demonstrated by 'constructor': {'name':'Symbol'}. Hence, a crafted payload can overwrite this builtin attribute to manipulate the type detection result.","[first_aid] Apply the vendor security patch for CVE-2019-20149; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package kind-of from 6.0.2 to 6.0.3 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade kind-of from 6.0.2 to 6.0.3"
459,27.0,P4,720,appsec-node,nodegoat,trivy,The marked module is vulnerable to a regular expression denial of serv ...,high,CVE-2017-16114,CWE-400,Node.js,,,,,False,,False,,0.0,marked,0.3.9,"The marked module is vulnerable to a regular expression denial of service. Based on the information published in the public issue, 1k characters can block for around 6 seconds.","[first_aid] Apply the vendor security patch for CVE-2017-16114; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package marked from 0.3.5 to 0.3.9 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade marked from 0.3.5 to 0.3.9"
460,27.0,P4,720,appsec-node,nodegoat,trivy,marked: regular expression block.def may lead Denial of Service,high,CVE-2022-21680,CWE-400,Node.js,,,,,False,,False,,0.0,marked,4.0.10,"Marked is a markdown parser and compiler. Prior to version 4.0.10, the regular expression `block.def` may cause catastrophic backtracking against some strings and lead to a regular expression denial of service (ReDoS). Anyone who runs untrusted markdown through a vulnerable version of marked and does not use a worker with a time limit may be affected. This issue is patched in version 4.0.10. As a workaround, avoid running untrusted markdown through marked or run marked on a worker thread and set a reasonable time limit to prevent draining resources.","[first_aid] Apply the vendor security patch for CVE-2022-21680; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package marked from 0.3.5 to 4.0.10 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade marked from 0.3.5 to 4.0.10"
461,27.0,P4,720,appsec-node,nodegoat,trivy,nconf: Prototype pollution in memory store,high,CVE-2022-21803,CWE-1321,Node.js,,,,,False,,False,,0.0,nconf,0.11.4,"This affects the package nconf before 0.11.4. When using the memory engine, it is possible to store a nested JSON representation of the configuration. The .set() function, that is responsible for setting the configuration properties, is vulnerable to Prototype Pollution. By providing a crafted property, it is possible to modify the properties on the Object.prototype.","[first_aid] Apply the vendor security patch for CVE-2022-21803; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package nconf from 0.10.0 to 0.11.4 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade nconf from 0.10.0 to 0.11.4"
462,26.7,P4,720,appsec-legacy,bwapp,trivy,httpd: CRLF injection allowing HTTP response splitting attacks for sites which use mod_userdir,low,CVE-2016-4975,CWE-93,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,apache2,2.4.7-1ubuntu4.15,"Possible CRLF injection allowing HTTP response splitting attacks for sites which use mod_userdir. This issue was mitigated by changes made in 2.4.25 and 2.2.32 which prohibit CR or LF injection into the ""Location"" or other outbound header key or value. Fixed in Apache HTTP Server 2.4.25 (Affected 2.4.1-2.4.23). Fixed in Apache HTTP Server 2.2.32 (Affected 2.2.0-2.2.31).","[first_aid] Apply the vendor security patch for CVE-2016-4975; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package apache2 from 2.4.7-1ubuntu4.9 to 2.4.7-1ubuntu4.15 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade apache2 from 2.4.7-1ubuntu4.9 to 2.4.7-1ubuntu4.15"
463,26.5,P4,720,appsec-legacy,bwapp,trivy,httpd: mod_auth_digest: access control bypass due to race condition,medium,CVE-2019-0217,CWE-362,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,apache2,2.4.7-1ubuntu4.22,"In Apache HTTP Server 2.4 release 2.4.38 and prior, a race condition in mod_auth_digest when running in a threaded server could allow a user with valid credentials to authenticate using another username, bypassing configured access control restrictions.","[first_aid] Apply the vendor security patch for CVE-2019-0217; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package apache2 from 2.4.7-1ubuntu4.9 to 2.4.7-1ubuntu4.22 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade apache2 from 2.4.7-1ubuntu4.9 to 2.4.7-1ubuntu4.22"
464,26.5,P4,720,appsec-legacy,bwapp,zap,Application Error Disclosure,medium,,CWE-550,http://bwapp,,,,,False,,False,,0.0,,,<p>This page contains an error/warning message that may disclose sensitive information like the location of the file that produced the unhandled exception. This information can be used to launch further attacks against the web application. The alert could be a false positive if the error message is found inside a documentation page.</p>,"[first_aid] Disable or restrict the affected functionality/endpoint at the perimeter (WAF rule, network ACL, feature flag) while the | [full_remediation] Patch or upgrade the affected component to the latest fixed version and re-run the scan to confirm the finding is gone. | [scanner_guidance] <p>Review the source code of this page. Implement custom error pages. Consider implementing a mechanism to provide a uni"
465,26.3,P4,720,appsec-legacy,bwapp,trivy,expat: Using XML_Parse before rand() results into non-random output,medium,CVE-2012-6702,CWE-310,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libexpat1,2.1.0-4ubuntu1.3,"Expat, when used in a parser that has not called XML_SetHashSalt or passed it a seed of 0, makes it easier for context-dependent attackers to defeat cryptographic protection mechanisms via vectors involving use of the srand function.","[first_aid] Apply the vendor security patch for CVE-2012-6702; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libexpat1 from 2.1.0-4ubuntu1.1 to 2.1.0-4ubuntu1.3 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade libexpat1 from 2.1.0-4ubuntu1.1 to 2.1.0-4ubuntu1.3"
466,26.3,P4,720,appsec-legacy,bwapp,trivy,openssl: certificate message OOB reads,medium,CVE-2016-6306,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libssl1.0.0,1.0.1f-1ubuntu2.20,"The certificate parser in OpenSSL before 1.0.1u and 1.0.2 before 1.0.2i might allow remote attackers to cause a denial of service (out-of-bounds read) via crafted certificate operations, related to s3_clnt.c and s3_srvr.c.","[first_aid] Apply the vendor security patch for CVE-2016-6306; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.20 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.20"
467,26.3,P4,720,appsec-legacy,bwapp,trivy,openssl: timing side channel attack in the DSA signature algorithm,low,CVE-2018-0734,CWE-327,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libssl1.0.0,1.0.1f-1ubuntu2.27,The OpenSSL DSA signature algorithm has been shown to be vulnerable to a timing side channel attack. An attacker could use variations in the signing algorithm to recover the private key. Fixed in OpenSSL 1.1.1a (Affected 1.1.1). Fixed in OpenSSL 1.1.0j (Affected 1.1.0-1.1.0i). Fixed in OpenSSL 1.0.2q (Affected 1.0.2-1.0.2p).,"[first_aid] Apply the vendor security patch for CVE-2018-0734; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.27 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.27"
468,26.3,P4,720,appsec-legacy,bwapp,trivy,openssl: RSA key generation cache timing vulnerability in crypto/rsa/rsa_gen.c allows attackers to recover private keys,low,CVE-2018-0737,CWE-327,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libssl1.0.0,1.0.1f-1ubuntu2.26,The OpenSSL RSA Key generation algorithm has been shown to be vulnerable to a cache timing side channel attack. An attacker with sufficient access to mount cache timing attacks during the RSA key generation process could recover the private key. Fixed in OpenSSL 1.1.0i-dev (Affected 1.1.0-1.1.0h). Fixed in OpenSSL 1.0.2p-dev (Affected 1.0.2b-1.0.2o).,"[first_aid] Apply the vendor security patch for CVE-2018-0737; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.26 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.26"
469,26.3,P4,720,appsec-legacy,bwapp,trivy,ntp: potential infinite loop in ntpq,low,CVE-2015-8158,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.10,The getresponse function in ntpq in NTP versions before 4.2.8p9 and 4.3.x before 4.3.90 allows remote attackers to cause a denial of service (infinite loop) via crafted packets with incorrect values.,"[first_aid] Apply the vendor security patch for CVE-2015-8158; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10"
470,26.3,P4,720,appsec-legacy,bwapp,trivy,ntp: autokey association reset,low,CVE-2016-4955,CWE-362,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.10,"ntpd in NTP 4.x before 4.2.8p8, when autokey is enabled, allows remote attackers to cause a denial of service (peer-variable clearing and association outage) by sending (1) a spoofed crypto-NAK packet or (2) a packet with an incorrect MAC value at a certain time.","[first_aid] Apply the vendor security patch for CVE-2016-4955; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10"
471,26.3,P4,720,appsec-legacy,bwapp,trivy,ntp: Null pointer dereference when trap service is enabled,low,CVE-2016-9311,CWE-476,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.11,"ntpd in NTP before 4.2.8p9, when the trap service is enabled, allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted packet.","[first_aid] Apply the vendor security patch for CVE-2016-9311; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.11 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.11"
472,26.3,P4,720,appsec-legacy,bwapp,trivy,openssh: User enumeration via covert timing channel,low,CVE-2016-6210,CWE-200,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.513,openssh-client,1:6.6p1-2ubuntu2.8,"sshd in OpenSSH before 7.3, when SHA256 or SHA512 are used for user password hashing, uses BLOWFISH hashing on a static password when the username does not exist, which allows remote attackers to enumerate users by leveraging the timing difference between responses when a large password is provided.","[first_aid] Apply the vendor security patch for CVE-2016-6210; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.8 (fixed version) in the image and rebuild/re | [scanner_guidance] Upgrade openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.8"
473,26.3,P4,720,appsec-node,nodegoat,trivy,send: Code Execution Vulnerability in Send Library,low,CVE-2024-43799,CWE-79,Node.js,,,,,False,,False,,0.456,send,0.19.0,Send is a library for streaming files from the file system as a http response. Send passes untrusted user input to SendStream.redirect() which executes untrusted code. This issue is patched in send 0.19.0.,"[first_aid] Apply the vendor security patch for CVE-2024-43799; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package send from 0.16.2 to 0.19.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade send from 0.16.2 to 0.19.0"
474,26.3,P4,720,appsec-node,nodegoat,trivy,serve-static: Improper Sanitization in serve-static,low,CVE-2024-43800,CWE-79,Node.js,,,,,False,,False,,0.456,serve-static,"1.16.0, 2.1.0",serve-static serves static files. serve-static passes untrusted user input - even after sanitizing it - to redirect() may execute untrusted code. This issue is patched in serve-static 1.16.0.,"[first_aid] Apply the vendor security patch for CVE-2024-43800; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package serve-static from 1.13.2 to 1.16.0, 2.1.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade serve-static from 1.13.2 to 1.16.0, 2.1.0"
475,26.0,P4,720,appsec-legacy,bwapp,trivy,pam: path traversal issue in pam_timestamp's format_timestamp_name(),low,CVE-2014-2583,CWE-22,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.798,libpam-modules,1.1.8-1ubuntu2.1,"Multiple directory traversal vulnerabilities in pam_timestamp.c in the pam_timestamp module for Linux-PAM (aka pam) 1.1.8 allow local users to create arbitrary files or possibly bypass authentication via a .. (dot dot) in the (1) PAM_RUSER value to the get_ruser function or (2) PAM_TTY value to the check_tty function, which is used by the format_timestamp_name function.","[first_aid] Apply the vendor security patch for CVE-2014-2583; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libpam-modules from 1.1.8-1ubuntu2 to 1.1.8-1ubuntu2.1 (fixed version) in the image and rebuild/redeploy | [scanner_guidance] Upgrade libpam-modules from 1.1.8-1ubuntu2 to 1.1.8-1ubuntu2.1"
476,26.0,P4,720,appsec-legacy,bwapp,trivy,python: smtplib StartTLS stripping attack,medium,CVE-2016-0772,CWE-693,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libpython2.7-minimal,2.7.6-8ubuntu0.3,"The smtplib library in CPython (aka Python) before 2.7.12, 3.x before 3.4.5, and 3.5.x before 3.5.2 does not return an error when StartTLS fails, which might allow man-in-the-middle attackers to bypass the TLS protections by leveraging a network position between the client and the registry to block the StartTLS command, aka a ""StartTLS stripping attack.""","[first_aid] Apply the vendor security patch for CVE-2016-0772; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libpython2.7-minimal from 2.7.6-8ubuntu0.2 to 2.7.6-8ubuntu0.3 (fixed version) in the image and rebuild/ | [scanner_guidance] Upgrade libpython2.7-minimal from 2.7.6-8ubuntu0.2 to 2.7.6-8ubuntu0.3"
477,26.0,P4,720,appsec-legacy,bwapp,trivy,CGIHandler: sets environmental variable based on user supplied Proxy request header,medium,CVE-2016-1000110,CWE-601,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libpython2.7-minimal,2.7.6-8ubuntu0.3,"The CGIHandler class in Python before 2.7.12 does not protect against the HTTP_PROXY variable name clash in a CGI script, which could allow a remote attacker to redirect HTTP requests.","[first_aid] Apply the vendor security patch for CVE-2016-1000110; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libpython2.7-minimal from 2.7.6-8ubuntu0.2 to 2.7.6-8ubuntu0.3 (fixed version) in the image and rebuild/ | [scanner_guidance] Upgrade libpython2.7-minimal from 2.7.6-8ubuntu0.2 to 2.7.6-8ubuntu0.3"
